NAME,OTHERNAME,PLANETDISCMETH,DATE,MSINI,I,R,A,PER,ECC,STAR,V,VURL,VREF,DIST,MSTAR,RSTAR,TEFF,LOGG,FE
,,,,mjupiter,deg,rjupiter,au,day,,,,,,pc,msun,rsun,k,,
Kepler-202 b,KOI-657,Transit,2014,,,0.145419,0.0498841,4.069427,,Kepler-202,,,,,,0.667,4668,4.65,
Kepler-709 b,,Transit,2016,,,0.261,0.115768,16.08524954,0,Kepler-709,,,,668,0.8,0.77,5071,4.58,-0.08
HD 197037 b,2MASS J20393296+4214549,RV,2012,0.807324,,,2.07477,1035.7,0.22,HD 197037,6.87,,,32.3311,1.11,1.09866,6150,4.4,-0.2
HD 70642 b,,RV,2003,1.90944,,,3.18072,2068,0.034,HD 70642,7.17,,,28.0662,1.002,1.03139,5705.54,4.43184,0.164227
KELT-2 A b,,Transit,2012,1.52019,88.6,1.286,0.0549707,4.1137912,0,KELT-2 A,8.71,,,128.5,1.308,1.828,6151,4.03,-0.018
Kepler-10 b,KOI-72,Transit,2011,0.0142142,84.4,0.126327,0.0167573,0.837495,0,Kepler-10,,,,173,0.895,1.056,5627,4.341,-0.15
Kepler-208 e,KOI-671,Transit,2014,,,0.132037,0.125606,16.259458,,Kepler-208,,,,,,1.314,6092,4.265,
Kepler-1365 b,,Transit,2016,,,0.082,0.0763129,7.69993485,0,Kepler-1365,,,,541,1,1.05,5770,4.39,0.03
Kepler-270 c,KOI-1148,Transit,2014,,,0.157909,0.168498,25.262887,,Kepler-270,,,,,,1.461,6067,4.196,
Kepler-966 b,,Transit,2016,,,0.368,0.423716,99.747622,0,Kepler-966,,,,773,1.02,1.02,5840,4.43,0.04
Kepler-1010 b,,Transit,2016,,,0.207,0.196353,34.2685705,0,Kepler-1010,,,,610,0.86,0.82,5253,4.55,-0.01
HD 17674 b,,RV,2017,0.875702,,,1.41961,623.8,0,HD 17674,7.56,,,44.5236,0.98,1.18,5904,4.34,-0.16
K2-24 c,EPIC 203771098,Transit,2016,0.0980475,89.76,0.715399,0.246993,42.3633,0,K2-24,11.28,,,181,1.12,1.21,5743,4.29,0.42
Kepler-811 b,,Transit,2016,,,0.241,0.161485,23.58447697,0,Kepler-811,,,,847,1.01,1.24,5747,4.25,0.05
Kepler-225 c,KOI-736,Transit,2014,,,0.164154,0.138343,18.794234,,Kepler-225,,,,,,0.48,3682,4.783,
Kepler-1305 b,,Transit,2016,,,0.168,0.11018,13.5630972,0,Kepler-1305,,,,1343,0.97,0.96,5701,4.47,0.01
Kepler-150 d,KOI-408,Transit,2014,,,0.248907,0.105752,12.56093,,Kepler-150,,,,,,0.939,5560,4.466,
K2-77 b,EPIC 210363145,Transit,2016,,88.7,0.210271,0.0738763,8.199796,0.14,K2-77,12.16,,,141,0.8,0.76,4970,4.47,0.29
Kepler-1322 b,,Transit,2016,,,0.144,0.0184246,0.96286738,0,Kepler-1322,,,,1217,0.9,0.87,5488,4.52,-0.07
Kepler-405 b,KOI-3057,Transit,2014,,,0.185565,0.0945195,10.613839,,Kepler-405,,,,,,0.893,5818,4.536,
Kepler-208 b,KOI-671,Transit,2014,,,0.145419,0.0511769,4.22864,,Kepler-208,,,,,,1.314,6092,4.265,
M 67 YBP 1194 b,,RV,2014,0.346328,,,0.0715732,6.958,0.24,M 67 YBP 1194,14.6,,,843.335,1.01,1.01765,5780,4.44,0.023
Kepler-1084 b,,Transit,2016,,,0.099,0.0328337,2.05333679,0,Kepler-1084,,,,427,1.12,1.28,6113,4.27,-0.02
Kepler-616 b,,Transit,2016,,,0.217,0.0902152,9.99761851,0,Kepler-616,,,,1019,0.98,0.97,5753,4.46,-0.02
Kepler-325 d,KOI-1832,Transit,2014,,,0.248907,0.223972,38.715185,,Kepler-325,,,,,,1.003,5752,4.411,
Kepler-1065 c,,Transit,2016,,,0.143,0.0340815,2.37030743,0,Kepler-1065,,,,1078,0.94,0.93,5635,4.49,-0.01
Kepler-1464 c,,Transit,2016,,,0.089,0.0600955,5.32786292,0,Kepler-1464,,,,692,1.02,1.01,5828,4.44,0.03
Kepler-340 c,KOI-1932,Transit,2014,,,0.300651,0.157474,22.824669,,Kepler-340,,,,,,1.85,6620,4.063,
Kepler-682 b,,Transit,2016,,,0.658,0.103131,12.61190667,0,Kepler-682,,,,951,0.92,0.89,5559,4.51,-0.05
Kepler-507 b,,Transit,2016,,,0.116,0.0480157,3.56809693,0,Kepler-507,,,,410,1.16,1.32,6113,4.26,0.06
HD 40307 c,,RV,2009,0.0211468,,,0.0800702,9.62,0,HD 40307,7.17,,,12.9955,0.74,0.839223,4977,4.47,-0.31
HD 142 b,2MASS J00061921-4904307,RV,2002,1.3057,,,1.04292,350.3,0.26,HD 142,5.7,,,25.7136,1.232,1.5121,6248.6,4.18534,0.0997966
Kepler-257 b,KOI-941,Transit,2014,,,0.232849,0.0349126,2.382667,,Kepler-257,,,,,,1.037,5180,4.36,
K2-95 b,EPIC 211916756,Transit,2016,,88.77,0.314482,0.0652569,10.13389,,K2-95,17.27,,,171,0.361,0.402,3471,,0.11
HATS-34 b,,Transit,2016,0.930265,82.28,1.46283,0.0316765,2.1061607,0,HATS-34,13.85,,,532,0.955,0.98,5380,4.435,0.25
Kepler-976 b,,Transit,2016,,,0.353,0.418342,105.9564148,0,Kepler-976,,,,1020,0.87,0.83,5232,4.55,0.07
WASP-10 b,GSC 2752-00114,Transit,2009,3.19034,88.49,1.08,0.0384536,3.0927616,0.0507142,WASP-10,12.7,,,90.0901,0.79,0.698,4675,4.4,0.03
Kepler-982 b,,Transit,2016,,,0.201,0.129335,15.7738221,0,Kepler-982,,,,702,1.16,1.29,6139,4.28,0.05
GJ 328 b,2MASS J08550761+0132472,RV,2013,2.3,,,4.43476,4100,0.37,GJ 328,9.98,,,19.8,0.69,,3900,,
WASP-17 b,USNO-B1.0 0619-0419495,Transit,2010,0.507667,86.63,1.932,0.0499354,3.735433,0,WASP-17,11.6,,,400,1.19,1.2,6550,4.2,-0.25
HAT-P-17 b,2MASS J21380873+3029193,Transit,2012,0.530106,89.2,1.01,0.0882385,10.338523,0.346,HAT-P-17,10.54,,,90.0009,0.857,0.837,5246,4.53,0
Kepler-162 b,KOI-459,Transit,2014,,,0.11241,0.0710671,6.919798,,Kepler-162,,,,,,0.958,5816,4.436,
Kepler-487 c,,Transit,2016,,,0.239,0.216804,38.6519976,0,Kepler-487,,,,835,0.91,0.88,5444,4.51,0
HD 67087 b,,RV,2015,3.09805,,,1.08217,352.2,0.17,HD 67087,8.04,,,88.8,1.36,1.55,6330,4.19,0.25
Kepler-293 c,KOI-1366,Transit,2014,,,0.34169,0.280136,54.155743,,Kepler-293,,,,,,0.957,5804,4.504,
HD 102329 b,2MASS J11464664+0328273,RV,2011,4.47808,,,1.80892,778.1,0.211,HD 102329,8.04,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,158.003,1.3,7.27206,4745,2.96,0.05
Kepler-872 b,,Transit,2016,,,0.178,0.0374071,2.57885507,0,Kepler-872,,,,1114,1.05,1.08,5902,4.4,0.04
Kepler-1542 d,,Transit,2016,,,0.078,0.0632508,5.99273738,0,Kepler-1542,,,,336,0.94,0.99,5564,4.41,0.06
BD -06 1339 c,,RV,2013,0.168248,,,0.436631,125.94,0.31,BD -06 1339,9.693,,,20,0.7,,4324,4.74,-0.14
HD 159868 b,,RV,2007,2.20004,,,2.29553,1178.4,0.01,HD 159868,7.24,,,58.6854,1.16,1.84825,5558,3.96,-0.08
K2-21 b,2MASS J22411288-1429202,Transit,2015,,88.3,0.14185,0.0747146,9.32414,,K2-21,12.85,,,65,0.64,0.6,4043,,-0.11
Kepler-424 b,KOI-214,Transit,2014,1.03429,,0.89,0.0436419,3.3118644,0.002,Kepler-424,14.497,,,,1.01,0.94,5460,4.49,0.44
Kepler-262 c,KOI-993,Transit,2014,,,0.146311,0.152976,21.853722,,Kepler-262,,,,,,0.881,5841,4.541,
WASP-117 b,2MASS J02270610-5017042,Transit,2014,0.27543,89.14,1.021,0.0946483,10.02165,0.302,WASP-117,10.14,,,,1.126,1.17,6040,4.28,-0.11
WASP-75 b,2MASS J22493256-1040320,Transit,2013,1.06236,82,1.27,0.0375112,2.484193,0,WASP-75,11.45,http://adsabs.harvard.edu/abs/2013arXiv1307.6532G,Gomez 2013,260,1.14,1.26,6100,4.5,0.07
Kepler-1293 b,,Transit,2016,,,0.087,0.0650345,5.57654784,0,Kepler-1293,,,,770,1.18,1.28,6241,4.29,0
Kepler-222 b,KOI-723,Transit,2014,,,0.281916,0.0487958,3.936981,,Kepler-222,,,,,,0.869,5433,4.551,
Kepler-334 b,KOI-1909,Transit,2014,,,0.0999197,0.0607596,5.470319,,Kepler-334,,,,,,1.068,5828,4.385,
HD 114783 b,,RV,2002,1.10505,,,1.15987,493.7,0.144,HD 114783,7.56,,,20.5002,0.853,0.837785,5135.09,4.52737,0.116482
GJ 581 e,,RV,2009,0.00613456,,,0.028459,3.14945,0.32,GJ 581,10.57,,,6.24532,0.31,0.299,3498,4.96,-0.1
Kepler-1638 b,,Transit,2016,,,0.167,0.787843,259.33683,0,Kepler-1638,,,,879,0.97,0.95,5710,4.47,-0.01
Kepler-605 b,,Transit,2016,,,0.128,0.0427433,3.38353807,0,Kepler-605,,,,570,0.91,0.88,5462,4.52,0.02
Kepler-327 c,KOI-1867,Transit,2014,,,0.0918904,0.0588339,5.212333,,Kepler-327,,,,,,0.492,3799,4.758,
Kepler-793 b,,Transit,2016,,,0.122,0.0509367,4.24153639,0,Kepler-793,,,,794,0.98,0.97,5745,4.46,0
Kepler-1555 b,,Transit,2016,,,0.144,0.0800056,8.10501635,0,Kepler-1555,,,,1382,1.04,1.06,5866,4.4,0.03
Kepler-419 b,,Transit,2010,,88.95,,0.370106,69.7546,0.833,Kepler-419,,,,,1.39,1.75,6430,4.1,0.176
epsilon Ret b,,RV,2001,1.37669,,,1.19471,428.1,0.06,epsilon Ret,4.44,,,18.2382,1.24,3.51559,4781,3.46,0.33
GJ 674 b,,RV,2007,0.034879,,,0.0386657,4.6938,0.2,GJ 674,9.36,,,4.5405,0.35,,3600,,-0.28
Kepler-511 b,,Transit,2016,,,0.567,0.870478,296.637865,0,Kepler-511,,,,448,1,1.2,5770,4.28,0.01
Kepler-1361 b,,Transit,2016,,,0.077,0.0430059,3.57554956,0,Kepler-1361,,,,404,0.83,0.79,5131,4.57,0
HD 7924 c,,RV,2015,0.0248402,,,0.113438,15.299,0.098,HD 7924,7.185,,,16.8095,0.832,0.7821,5177,4.59,-0.15
Kepler-57 c,KOI-1270,Transit,2013,,,0.138158,0.0942979,11.6092567,,Kepler-57,,,,,0.83,0.73,5145,4.63,
WASP-157 b,,Transit,2016,0.559161,84.93,1.06519,0.0528415,3.9516205,0,WASP-157,12.91,,,,1.26,1.134,5840,4.5,0.34
HD 168443 c,,RV,2001,17.3857,,,2.85281,1749.83,0.2113,HD 168443,6.92,,,37.4252,0.995,1.58859,5491,4.07,0.04
K2-35 b,EPIC 201549860,Transit,2016,,86.1,0.127325,0.0320135,2.39984,,K2-35,14.37,,,254.427,0.76,0.72,4680,4.56,0.04
Kepler-172 c,KOI-510,Transit,2014,,,0.255152,0.0673847,6.388996,,Kepler-172,,,,,,1.085,5526,4.375,
Kepler-1350 b,,Transit,2016,,,0.225,0.0436851,4.4968604,0,Kepler-1350,,,,350,0.55,0.53,3827,4.74,-0.06
WASP-70 A b,2MASS J21015446-1325595,Transit,2014,0.589331,87.12,1.164,0.0485382,3.7130203,0,WASP-70 A,10.79,,,245,1.106,1.215,5700,4.26,-0.01
Kepler-933 b,,Transit,2016,,,0.219,0.109579,14.20443009,0,Kepler-933,,,,922,0.87,0.84,5346,4.54,-0.02
Kepler-1406 b,,Transit,2016,,,0.098,0.102102,11.62905828,0,Kepler-1406,,,,587,1.05,1.12,5892,4.36,0.04
Kepler-1530 b,,Transit,2016,,,0.146,0.035902,2.5904434,0,Kepler-1530,,,,552,0.92,0.88,5477,4.52,0.03
Kepler-400 c,KOI-2711,Transit,2014,,,0.132929,0.131115,17.340824,,Kepler-400,,,,,,1.145,5886,4.35,
Kepler-220 e,KOI-719,Transit,2014,,,0.118655,0.250899,45.902733,,Kepler-220,,,,,,0.666,4632,4.652,
Kepler-1111 b,,Transit,2016,,,0.178,0.0860862,8.79617863,0,Kepler-1111,,,,1142,1.1,1.15,6077,4.36,0.02
WASP-57 b,2MASS J14551682-0203275,Transit,2013,0.675475,88,0.916,0.0386362,2.838971,0,WASP-57,13.04,,,455,0.954,0.836,5600,4.574,-0.25
Kepler-177 b,,Transit,2014,,,,0.221683,36.855,,Kepler-177,,,,1497.45,1.07,1.07,5768,4.41,0.14
HAT-P-37 b,2MASS J18571105+5116088,Transit,2012,1.1719,86.9,1.178,0.0379273,2.79736,0.058,HAT-P-37,13.23,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,411,0.929,0.877,5500,4.52,0.03
Kepler-198 c,KOI-624,Transit,2014,,,0.220359,0.264081,49.567416,,Kepler-198,,,,,,0.94,5574,4.467,
Kepler-1166 b,,Transit,2016,,,0.151,0.195344,33.2406882,0,Kepler-1166,,,,648,0.9,0.86,5446,4.53,-0.02
Kepler-458 c,,Transit,2016,,,0.375,0.146743,20.74028413,0,Kepler-458,,,,0,0.98,1.03,6065,4.42,-0.28
Kepler-1605 b,,Transit,2016,,,0.096,0.361924,85.7565495,0,Kepler-1605,,,,224,0.86,0.82,5280,4.55,-0.01
K2-60 b,EPIC 206038483,Transit,2016,0.424419,88.49,0.704893,0.0403268,3.00265,0,K2-60,12.79,,,498.703,0.97,1.12,5500,4.33,0.01
Kepler-1222 b,,Transit,2016,,,0.07,0.0284953,1.91694425,0,Kepler-1222,,,,455,0.84,0.8,5239,4.56,-0.04
Kepler-1635 b,,Transit,2016,,,0.325,1.13739,469.63111,0,Kepler-1635,,,,1084,0.89,0.85,5347,4.53,0.06
Kepler-65 b,,Transit,2013,,,0.129361,0.0351719,2.15491,,Kepler-65,10.92,,,306.391,1.25,1.41,6211,4.232,0.17
Kepler-615 b,,Transit,2016,,,0.155,0.0837217,10.35584657,0,Kepler-615,,,,330,0.73,0.69,4655,4.62,-0.07
Kepler-249 b,KOI-899,Transit,2014,,,0.0972433,0.0434366,3.306539,,Kepler-249,,,,,,0.482,3568,4.777,
WASP-106 b,2MASS J11054313-0504458,Transit,2014,1.815,89.49,1.085,0.089107,9.289715,0,WASP-106,11.21,,,283,1.092,1.393,6055,4.226,-0.09
HD 81040 b,,RV,2006,6.87654,,,1.9372,1001.7,0.526,HD 81040,7.72,,,33.1126,0.96,0.918818,5700,4.5,-0.16
HD 208527 b,2MASS J21562398+2114233,RV,2013,10.014,,,2.099,875.5,0.08,HD 208527,6.4842,,,403.226,1.6,41.0489,4035,1.6,-0.09
Kepler-165 b,KOI-475,Transit,2014,,,0.206977,0.0794582,8.180848,,Kepler-165,,,,,,0.77,5211,4.542,
Kepler-28 b,KOI-870,Transit,2011,,,0.320884,0.0581375,5.91213,0,Kepler-28,,,,,0.75,0.7,4590,4.29,
Kepler-118 c,KOI-216,Transit,2014,,,0.685164,0.145024,20.17202,,Kepler-118,,,,,,1.094,5274,4.321,
Kepler-1216 b,,Transit,2016,,,0.124,0.0521389,4.37034536,0,Kepler-1216,,,,1124,0.99,0.98,5743,4.46,0.03
HAT-P-32 b,2MASS J02041028+4641162,Transit,2011,0.861357,88.9,1.789,0.0342627,2.150008,0,HAT-P-32,11.44,,,283,1.16,1.219,6207,4.33,-0.04
GJ 163 c,2MASS J04091567-5322254,RV,2013,0.0215524,,,0.125354,25.63058,0.099,GJ 163,11.811,,,14.9948,0.4,,,,
HD 95089 b,,RV,2010,1.12925,,,1.38575,507,0.157,HD 95089,7.92,,,139.082,1.38,4.34001,4950,3.32,0
XO-3 b,GSC 03727-01064,Transit,2008,13.0547,79.32,1.217,0.0477112,3.1915426,0.2884,XO-3,9.91,,,282.997,1.41,2.07898,6429,3.95,-0.177
Kepler-1380 b,,Transit,2016,,,0.128,0.0914589,10.3108245,0,Kepler-1380,,,,1209,0.96,0.94,5570,4.48,0.1
Kepler-478 b,,Transit,2016,,,0.242,0.103659,13.2217576,0,Kepler-478,,,,420,0.85,0.8,5210,4.56,-0.03
HD 114729 b,,RV,2003,0.944758,,,2.10235,1114,0.167,HD 114729,6.68,,,36.1141,0.998,1.46377,5820.94,4.14301,-0.261741
Kepler-122 e,KOI-232,Transit,2014,,,0.231956,0.221179,37.993273,,Kepler-122,,,,,,1.216,6050,4.299,
Kepler-634 b,,Transit,2016,,,0.169,0.0590906,5.16950177,0,Kepler-634,,,,757,1.03,1.24,6075,4.26,-0.18
Kepler-881 b,,Transit,2016,,,0.159,0.0539414,4.44448017,0,Kepler-881,,,,1364,1.06,1.09,5961,4.39,0
Kepler-103 c,KOI-108,Transit,2014,,,0.458519,0.64119,179.612,0,Kepler-103,11.88,,,,1.09,1.44,5845,4.162,0.07
Kepler-997 b,,Transit,2016,,,0.121,0.0406211,2.70730672,0,Kepler-997,,,,470,1.22,1.56,6150,4.14,0.05
HATS-8 b,,Transit,2015,0.138218,87.8,0.879958,0.0466748,3.583893,0,HATS-8,14.03,,,829,1.056,1.086,5679,4.386,0.21
Kepler-1503 b,,Transit,2016,,,0.203,0.376527,96.16987,0,Kepler-1503,,,,850,0.77,0.74,5069,4.59,-0.19
HD 100655 b,2MASS J11350375+2026295,RV,2012,1.33352,,,0.682908,157.57,0.085,HD 100655,6.45,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,Omiya 2012,122.249,1.71,9.3,4801,2.81,-0.02
Kepler-400 b,KOI-2711,Transit,2014,,,0.147203,0.0848304,9.024389,,Kepler-400,,,,,,1.145,5886,4.35,
HD 141399 c,,RV,2014,1.33442,,,0.689382,201.99,0.048,HD 141399,7.2,,,36.1664,1.07,,5600,4.28,0.35
WASP-119 b,,Transit,2016,1.22567,85,1.36676,0.0363001,2.49979,0,WASP-119,12.2,,,333,1.02,1.2,5650,4.5,0.14
Kepler-106 c,KOI-116,Transit,2014,,,0.223015,0.111348,13.5708,0,Kepler-106,12.98,,,,1,1.04,5858,4.407,-0.12
Kepler-113 b,KOI-153,Transit,2014,,,0.16237,0.0502736,4.754,0,Kepler-113,,,,,0.75,0.69,4725,4.636,0.05
Kepler-1178 b,,Transit,2016,,,0.095,0.182381,31.80634,0,Kepler-1178,,,,336,0.8,0.75,4990,4.59,-0.05
HIP 65891 b,,RV,2015,6.00119,,,2.80589,1084.5,0.13,HIP 65891,6.77,,,136.054,2.5,8.93,5000,2.9,0.16
Kepler-595 b,,Transit,2016,,,0.34,0.161025,25.30292332,0,Kepler-595,,,,639,0.87,0.83,5247,4.54,0.08
K2-138 f,EPIC 245950175,Transit,2018,,89.03,0.255884,0.104299,12.75759,0,K2-138,12.21,,,183,0.93,0.86,5378,4.59,0.16
HD 142415 b,,RV,2004,1.66194,,,1.06061,386.29999,0.5,HD 142415,7.33,,,34.2349,1.065,1.11902,5901.98,4.38218,0.0880335
Kepler-1359 b,,Transit,2016,,,0.252,0.274559,59.4970952,0,Kepler-1359,,,,669,0.78,0.72,4709,4.62,0.11
Kepler-785 b,,Transit,2016,,,1.162,0.0282249,1.97376093,0,Kepler-785,,,,666,0.77,0.71,4739,4.62,-0.02
CoRoT-9 b,2MASS J18430881+0612150,Transit,2010,0.843564,89.99,1.05,0.406991,95.2738,0.11,CoRoT-9,13.69,,,459.982,0.99,0.94,5625,4.54,-0.01
HD 114386 b,,RV,2004,1.3637,,,1.72685,937.70001,0.23,HD 114386,8.73,,,28.8934,0.78,0.637212,4819.64,4.70688,0.00374012
HD 103197 b,2MASS J11525298-5017342,RV,2011,0.0982431,,,0.249018,47.84,0,HD 103197,9.4,,,53.135,0.9,1.01561,5303,4.4,0.21
Kepler-698 b,,Transit,2016,,,0.328,0.123396,16.32976218,0,Kepler-698,,,,1135,0.94,0.91,5612,4.5,-0.03
Kepler-1022 b,,Transit,2016,,,0.211,0.0863273,10.99469878,0,Kepler-1022,,,,455,0.71,0.68,4445,4.64,0.06
7 CMa b,2MASS J06364103-1915210,RV,2011,2.43233,,,1.80264,763,0.14,7 CMa,3.95,,,19.7511,1.34,2.3,4761,3.11,0.21
K2-3 b,2MASS 11292037-0127173,Transit,2015,,89.28,0.195,0.0769351,10.05403,,K2-3,12.17,http://adsabs.harvard.edu/abs/2015ApJ...804...10C,Crossfield 2015,45,0.601,0.561,3896,,-0.32
Kepler-368 b,KOI-2175,Transit,2014,,,0.290838,0.175473,26.84768,,Kepler-368,,,,,,2.019,5502,3.903,
Kepler-913 b,,Transit,2016,,,0.184,0.0794059,10.29672521,0,Kepler-913,,,,597,0.63,0.61,4687,4.67,-0.52
Kepler-1224 b,,Transit,2016,,,0.119,0.116229,13.32351601,0,Kepler-1224,,,,578,1.18,1.22,6155,4.34,0.14
Kepler-335 b,KOI-1915,Transit,2014,,,0.302436,0.0685981,6.562331,,Kepler-335,,,,,,1.854,5877,4.017,
WASP-16 b,USNO-B1.0 0697-0298329,Transit,2009,0.839364,85.22,1.008,0.0417858,3.1186009,0,WASP-16,11.3,,,,1,0.946,5700,4.495,0.01
Kepler-316 b,KOI-1713,Transit,2014,,,0.0945669,0.0335097,2.240508,,Kepler-316,,,,,,0.52,4204,4.743,
HD 152581 b,2MASS J16534357+1158255,RV,2011,1.51375,,,1.48938,689,0,HD 152581,8.54,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,186,0.927,3.809,5155,3.4,-0.46
KIC 11442793 h,Kepler-90,Transit,2013,,89.6,1.01,0.996347,331.60059,,KIC 11442793,,,,780,1.2,1.2,6080,4.4,-0.12
Kepler-103 b,KOI-108,Transit,2014,0.030444,,0.300624,0.127704,15.9654,0,Kepler-103,11.88,,,,1.09,1.44,5845,4.162,0.07
Kepler-1426 b,,Transit,2016,,,0.139,0.115827,14.2563227,0,Kepler-1426,,,,1211,1.02,1.02,5831,4.43,0.03
Kepler-993 b,,Transit,2016,,,0.265,0.127733,22.08557563,0,Kepler-993,,,,298,0.57,0.54,3843,4.72,0.03
Kepler-338 b,KOI-1930,Transit,2014,,,0.217682,0.112199,13.726976,,Kepler-338,12.19,,,,,1.735,5923,4.017,
Kepler-1588 b,,Transit,2016,,,0.068,0.0762521,7.84931739,0,Kepler-1588,,,,658,0.96,0.99,5817,4.43,-0.14
Kepler-985 b,,Transit,2016,,,0.266,0.451946,116.331901,0,Kepler-985,,,,741,0.91,0.85,5434,4.54,0
HATS-31 b,,Transit,2016,0.885819,85,1.6892,0.0477869,3.37796,0,HATS-31,13.11,,,872,1.275,1.87,6050,4,0
WASP-167 b,,Transit,2017,,79.9,1.58237,0.0359649,2.0219596,,WASP-167,10.52,,,438.596,1.518,1.756,7043,4.131,-0.04
Kepler-974 b,,Transit,2016,,,0.14,0.0409318,4.19449651,0,Kepler-974,,,,121,0.52,0.5,3687,4.76,0.07
Kepler-1248 b,,Transit,2016,,,0.105,0.0796726,7.46725407,0,Kepler-1248,,,,540,1.21,1.21,6149,4.36,0.24
Kepler-129 b,KOI-275,Transit,2014,,,0.211437,0.123186,15.79186,,Kepler-129,11.81,,,,,1.641,5770,4.086,
Kepler-1331 b,,Transit,2016,,,0.094,0.0149794,0.78916165,0,Kepler-1331,,,,365,0.72,0.69,4508,4.63,0.05
PH-1 b,Kepler-64,Transit,2013,,89.989,0.550851,0.629412,138.506,0.0539,PH-1,,,,1500,1.734,1.759,6407,4.14,0.21
Kepler-306 d,KOI-1567,Transit,2014,,,0.220359,0.131044,17.326644,,Kepler-306,,,,,,0.719,4954,4.611,
Kepler-37 d,KOI-245,Transit,2011,0.0057744,89.335,0.178,0.212021,39.792187,0.102489,Kepler-37,9.77,,,66,0.803,0.77,5417,4.5667,-0.32
Kepler-856 b,,Transit,2016,,,0.83,0.0774029,8.02768059,0,Kepler-856,,,,1175,0.96,0.93,5535,4.49,0.12
HD 13908 c,2MASS J02181456+6535397,RV,2013,5.13,,,2.03386,931,0.12,HD 13908,7.51,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,71.2,1.29,1.67,6255,4.11,0.01
HD 125595 b,2MASS J14212322-4023382,RV,2011,0.0416764,,,0.0809437,9.6737,0,HD 125595,9.03,,,27.9564,0.756,1.03336,4908,4.32,0.02
Kepler-1499 b,,Transit,2016,,,0.106,0.228998,44.2008,0,Kepler-1499,,,,310,0.82,0.78,5097,4.58,-0.01
WASP-79 b,,Transit,2012,0.884655,85.4,1.7,0.0534741,3.6623817,0,WASP-79,10.04,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,240,1.52,1.64,6600,4.2,0.03
Kepler-1470 b,,Transit,2016,,,0.095,0.116773,16.2950903,0,Kepler-1470,,,,569,0.8,0.76,4961,4.59,-0.01
Kepler-107 b,KOI-117,Transit,2014,,,0.139174,0.0423212,3.179997,,Kepler-107,,,,,,1.411,5851,4.196,
Kepler-1040 b,,Transit,2016,,,0.186,0.667299,201.1214,0,Kepler-1040,,,,473,0.98,0.96,5694,4.47,0.01
Kepler-1542 c,,Transit,2016,,,0.058,0.0389169,2.89223021,0,Kepler-1542,,,,336,0.94,0.99,5564,4.41,0.06
GJ 9827 b,,Transit,2017,0.010754,85.73,0.147667,0.0188775,1.2089802,,GJ 9827,10.1,,,30.3214,0.614,0.613,4269,4.9,-0.5
Kepler-109 c,KOI-123,Transit,2014,,,0.224819,0.151991,21.2227,0,Kepler-109,12.93,,,,1.04,1.32,5952,4.211,-0.08
HIP 57274 c,2MASS J11444095+3057339,RV,2012,0.410096,,,0.177758,32.03,0.05,HIP 57274,8.96,,,25.9202,0.73,0.68,4640,4.71,0.09
Kepler-30 d,KOI-806,Transit,2011,,89.84,0.784384,0.534239,143.343,0.022,Kepler-30,,,,,0.99,0.95,5498,4.77,0.18
Kepler-1349 b,,Transit,2016,,,0.062,0.034023,2.12823928,0,Kepler-1349,,,,260,1.16,1.28,6086,4.29,0.03
Kepler-877 b,,Transit,2016,,,0.189,0.129482,18.45847097,0,Kepler-877,,,,572,0.85,0.81,5261,4.56,-0.06
Kepler-720 b,,Transit,2016,,,0.75,0.0540454,4.70832654,0,Kepler-720,,,,880,0.95,0.92,5618,4.49,0
Kepler-932 b,,Transit,2016,,,0.122,0.0288756,1.9214374,0,Kepler-932,,,,478,0.87,0.84,5331,4.54,-0.01
Kepler-1628 b,,Transit,2016,,,0.574,0.288651,76.378033,0,Kepler-1628,,,,352,0.55,0.52,3724,4.74,0.17
Kepler-158 c,KOI-446,Transit,2014,,,0.169507,0.18282,28.551383,,Kepler-158,,,,,,0.624,4623,4.66,
Kepler-145 c,,Transit,2014,,,,0.263015,42.882,,Kepler-145,,,,576.136,1.32,1.85,6030,4.02,-0.02
Kepler-858 b,,Transit,2016,,,0.434,0.346809,76.13602028,0,Kepler-858,,,,296,0.96,0.91,5653,4.5,-0.04
Kepler-777 b,,Transit,2016,,,0.131,0.0522506,5.72812599,0,Kepler-777,,,,383,0.58,0.56,4043,4.71,-0.17
HD 93083 b,,RV,2005,0.368176,,,0.476549,143.58,0.14,HD 93083,8.3,,,27.8552,0.7,1.14863,4995,4.26,0.15
Kepler-970 b,,Transit,2016,,,0.247,0.113697,16.73652231,0,Kepler-970,,,,350,0.7,0.67,4511,4.64,-0.08
HD 31253 b,2MASS J04544364+1221079,RV,2011,0.501427,,,1.26054,466,0.3,HD 31253,7.133,,,50.3018,1.23,1.64612,5960,4.1,0.16
Kepler-1579 b,,Transit,2016,,,0.075,0.0159542,0.84990789,0,Kepler-1579,,,,466,0.75,0.7,4584,4.63,0.11
